DoctorKey,DoctorID,FirstName,LastName,FullName,Gender,Specialization,Qualification,ExperienceYears,DepartmentKey,HospitalKey,ConsultationFee,IsActive
790,DOC0790,Monica,Aguilar,Dr. Monica Aguilar,Male,Oncology,MBBS,22,20,10,781,True
791,DOC0791,Joel,Martinez,Dr. Joel Martinez,Male,ENT,DM,16,8,9,200,True
792,DOC0792,Emma,Landry,Dr. Emma Landry,Male,Oncology,MRCP,34,1,8,226,True
793,DOC0793,Michelle,Hooper,Dr. Michelle Hooper,Male,Pulmonology,MD,14,14,1,796,True
794,DOC0794,Stacy,Johnson,Dr. Stacy Johnson,Male,Oncology,FRCS,10,5,6,200,True
795,DOC0795,Dale,Davis,Dr. Dale Davis,Male,Pathology,MCh,34,1,1,672,True
796,DOC0796,Jeffrey,Carlson,Dr. Jeffrey Carlson,Male,Nephrology,MD,29,4,8,515,True
797,DOC0797,Lindsay,Walter,Dr. Lindsay Walter,Male,ICU,FACC,25,19,11,745,True
798,DOC0798,Tracy,Leach,Dr. Tracy Leach,Female,ICU,PhD,38,16,8,467,True
799,DOC0799,Grace,Winters,Dr. Grace Winters,Female,ENT,DO,31,6,12,495,True
800,DOC0800,Bobby,Ward,Dr. Bobby Ward,Male,Pediatrics,MBBS,34,12,6,219,False
801,DOC0801,Kristi,Lozano,Dr. Kristi Lozano,Female,Neurology,DM,32,7,5,481,True
802,DOC0802,Christine,Spencer,Dr. Christine Spencer,Male,Rheumatology,DO,16,4,7,552,True
803,DOC0803,Hunter,Gonzalez,Dr. Hunter Gonzalez,Male,Rheumatology,DO,3,20,4,790,True
804,DOC0804,Maria,Mullins,Dr. Maria Mullins,Male,Emergency,MBBS,24,17,13,122,True
805,DOC0805,Colleen,Little,Dr. Colleen Little,Male,Cardiology,DO,30,8,13,167,False
806,DOC0806,Jennifer,Alvarez,Dr. Jennifer Alvarez,Male,Urology,FACC,39,8,7,64,True
807,DOC0807,Tamara,Ferguson,Dr. Tamara Ferguson,Male,Neurology,FRCS,27,17,12,642,True
808,DOC0808,James,Smith,Dr. James Smith,Male,Cardiology,MS,23,10,1,111,True
809,DOC0809,Billy,Jenkins,Dr. Billy Jenkins,Male,Rheumatology,FACC,23,8,3,736,True
810,DOC0810,Isaiah,Cantu,Dr. Isaiah Cantu,Male,Dermatology,DO,5,8,5,323,True
811,DOC0811,John,Hamilton,Dr. John Hamilton,Male,Orthopedics,MBBS,1,9,6,266,True
812,DOC0812,Richard,Griffin,Dr. Richard Griffin,Male,Nephrology,MD,2,11,4,781,True
813,DOC0813,Candace,Spencer,Dr. Candace Spencer,Male,Pathology,FACC,36,1,8,590,True
814,DOC0814,Amy,Mccoy,Dr. Amy Mccoy,Male,Gastroenterology,MS,31,10,12,460,True
815,DOC0815,Karina,Campbell,Dr. Karina Campbell,Male,ENT,MBBS,11,9,7,716,True
816,DOC0816,Tonya,Gilbert,Dr. Tonya Gilbert,Male,Pediatrics,MCh,17,6,7,616,True
817,DOC0817,Shari,Allen,Dr. Shari Allen,Male,Urology,PhD,19,8,1,528,True
818,DOC0818,April,Barton,Dr. April Barton,Female,Ophthalmology,PhD,10,9,5,291,True
819,DOC0819,Catherine,Cook,Dr. Catherine Cook,Male,Obstetrics,DO,17,8,13,789,True
820,DOC0820,Amanda,Lee,Dr. Amanda Lee,Male,ICU,FACC,14,19,13,589,True
821,DOC0821,Michael,Fowler,Dr. Michael Fowler,Male,Obstetrics,FRCS,28,11,2,759,True
822,DOC0822,Craig,Ramos,Dr. Craig Ramos,Non-binary,Dermatology,MBBS,30,11,1,774,True
823,DOC0823,Steven,Smith,Dr. Steven Smith,Female,ENT,MBBS,4,6,13,461,True
824,DOC0824,Adrian,Hayes,Dr. Adrian Hayes,Female,Urology,MBBS,19,19,3,318,True
825,DOC0825,Anthony,King,Dr. Anthony King,Non-binary,ENT,DM,39,1,9,760,True
826,DOC0826,Chad,Sims,Dr. Chad Sims,Male,Psychiatry,DM,34,12,13,799,False
827,DOC0827,Mark,Chapman,Dr. Mark Chapman,Female,Endocrinology,FACC,31,4,12,141,True
828,DOC0828,Peter,Butler,Dr. Peter Butler,Male,Pediatrics,DM,29,16,9,528,True
829,DOC0829,Matthew,Wall,Dr. Matthew Wall,Female,Pathology,MBBS,1,8,6,501,True
830,DOC0830,Carl,Jenkins,Dr. Carl Jenkins,Male,ENT,MRCP,38,6,12,611,True
831,DOC0831,Christopher,Davis,Dr. Christopher Davis,Male,Urology,MS,29,2,11,781,True
832,DOC0832,Casey,Hampton,Dr. Casey Hampton,Female,Emergency,FACC,35,16,13,239,True
833,DOC0833,Bradley,Freeman,Dr. Bradley Freeman,Male,Radiology,FRCS,36,8,8,781,True
834,DOC0834,Maria,Wilson,Dr. Maria Wilson,Non-binary,Psychiatry,MRCP,10,6,15,532,True
835,DOC0835,Carol,Patel,Dr. Carol Patel,Male,Oncology,MRCP,1,17,12,111,True
836,DOC0836,Anthony,Olson,Dr. Anthony Olson,Female,Orthopedics,MD,26,1,1,433,True
837,DOC0837,Angela,Adams,Dr. Angela Adams,Female,Psychiatry,DO,18,10,5,150,True
838,DOC0838,Samantha,Cox,Dr. Samantha Cox,Male,Emergency,MCh,1,4,12,767,True
839,DOC0839,Samantha,Hall,Dr. Samantha Hall,Female,Psychiatry,DO,11,3,2,622,True
840,DOC0840,Patrick,Thomas,Dr. Patrick Thomas,Female,Gastroenterology,FRCS,39,1,11,728,True
841,DOC0841,Chad,Mcgee,Dr. Chad Mcgee,Female,ICU,PhD,15,4,6,501,True
842,DOC0842,Laura,Sanchez,Dr. Laura Sanchez,Male,Gastroenterology,DM,11,19,4,347,True
843,DOC0843,Harry,Sanders,Dr. Harry Sanders,Male,ENT,FACC,26,9,9,371,True
844,DOC0844,Ryan,Little,Dr. Ryan Little,Female,ENT,DO,26,20,14,760,True
845,DOC0845,Joshua,Wall,Dr. Joshua Wall,Male,Pediatrics,MRCP,13,6,14,163,True
846,DOC0846,Cindy,Vega,Dr. Cindy Vega,Male,ICU,MS,34,16,7,713,False
847,DOC0847,Michael,Williams,Dr. Michael Williams,Male,Endocrinology,MRCP,23,2,1,366,True
848,DOC0848,Peter,Coffey,Dr. Peter Coffey,Female,Orthopedics,DM,7,3,14,492,True
849,DOC0849,Richard,Winters,Dr. Richard Winters,Male,Cardiology,MCh,13,1,14,550,True
850,DOC0850,Scott,Roberts,Dr. Scott Roberts,Female,Emergency,MRCP,34,18,10,111,True
851,DOC0851,Bruce,Holland,Dr. Bruce Holland,Non-binary,Cardiology,DM,4,14,10,161,True
852,DOC0852,Sandra,Jenkins,Dr. Sandra Jenkins,Male,Pathology,MS,1,15,8,170,True
853,DOC0853,Raymond,Mitchell,Dr. Raymond Mitchell,Male,ICU,FACC,26,19,1,634,True
854,DOC0854,Tonya,Wilson,Dr. Tonya Wilson,Female,Dermatology,FACC,18,7,3,107,True
855,DOC0855,Nancy,Shaw,Dr. Nancy Shaw,Male,Cardiology,DM,10,15,3,508,True
856,DOC0856,Rachel,Howard,Dr. Rachel Howard,Female,Dermatology,DM,19,11,14,130,True
857,DOC0857,Anita,Baker,Dr. Anita Baker,Female,Pediatrics,MS,8,11,1,625,True
858,DOC0858,Casey,Smith,Dr. Casey Smith,Female,ENT,MBBS,15,14,9,782,True
859,DOC0859,Danny,Johnson,Dr. Danny Johnson,Male,Neurology,PhD,10,10,6,360,True
860,DOC0860,Sarah,Nolan,Dr. Sarah Nolan,Female,Psychiatry,MS,23,1,1,209,True
861,DOC0861,Joshua,Raymond,Dr. Joshua Raymond,Female,Obstetrics,MRCP,27,2,14,383,True
862,DOC0862,Stanley,Jones,Dr. Stanley Jones,Male,Cardiology,MD,36,11,1,568,True
863,DOC0863,John,Zhang,Dr. John Zhang,Female,Nephrology,DO,3,12,13,595,True
864,DOC0864,Elizabeth,Rodriguez,Dr. Elizabeth Rodriguez,Female,Dermatology,PhD,13,15,12,527,True
865,DOC0865,Colleen,Foster,Dr. Colleen Foster,Female,Psychiatry,DO,11,12,12,486,True
866,DOC0866,Matthew,Costa,Dr. Matthew Costa,Male,Urology,MD,23,4,3,523,True
867,DOC0867,Sophia,Weaver,Dr. Sophia Weaver,Male,Psychiatry,MCh,21,8,14,213,True
868,DOC0868,Mike,Adams,Dr. Mike Adams,Male,Dermatology,DO,35,9,9,205,True
869,DOC0869,Cheryl,Brown,Dr. Cheryl Brown,Male,Cardiology,DM,36,20,7,748,True
870,DOC0870,Evelyn,Martinez,Dr. Evelyn Martinez,Male,Orthopedics,MRCP,31,11,11,484,True
871,DOC0871,Lauren,Olsen,Dr. Lauren Olsen,Non-binary,Dermatology,PhD,8,13,6,695,True
872,DOC0872,Erik,Keller,Dr. Erik Keller,Male,Pathology,DM,2,15,5,519,True
873,DOC0873,Thomas,Santos,Dr. Thomas Santos,Female,Psychiatry,MBBS,36,8,5,391,True
874,DOC0874,Aaron,Saunders,Dr. Aaron Saunders,Male,Obstetrics,MD,37,20,9,477,True
875,DOC0875,Michael,Dickerson,Dr. Michael Dickerson,Male,ENT,MCh,10,14,10,568,True
876,DOC0876,Robert,Moore,Dr. Robert Moore,Male,Oncology,MCh,2,17,4,189,False
877,DOC0877,Leslie,Flores,Dr. Leslie Flores,Male,Pathology,MRCP,27,15,4,396,False
878,DOC0878,Sierra,Hernandez,Dr. Sierra Hernandez,Female,Psychiatry,FRCS,23,13,15,592,True
879,DOC0879,Ashley,Freeman,Dr. Ashley Freeman,Female,Orthopedics,MD,35,1,8,115,True
880,DOC0880,Aaron,Burton,Dr. Aaron Burton,Female,Radiology,PhD,23,12,13,104,True
881,DOC0881,Donald,Hubbard,Dr. Donald Hubbard,Male,Psychiatry,MCh,30,3,5,170,True
882,DOC0882,Trevor,Pierce,Dr. Trevor Pierce,Female,Pulmonology,MD,31,13,5,493,True
883,DOC0883,Mary,Bates,Dr. Mary Bates,Male,Psychiatry,DO,1,15,5,228,True
884,DOC0884,Steven,Sheppard,Dr. Steven Sheppard,Female,Gastroenterology,PhD,6,11,8,377,True
885,DOC0885,Jimmy,Harrison,Dr. Jimmy Harrison,Male,ENT,MBBS,31,7,12,150,True
886,DOC0886,Donald,Nguyen,Dr. Donald Nguyen,Male,ENT,MCh,7,2,8,237,False
887,DOC0887,Michelle,Smith,Dr. Michelle Smith,Male,ICU,FRCS,9,14,5,63,True
888,DOC0888,Steven,Williams,Dr. Steven Williams,Male,Orthopedics,DM,30,14,15,655,True
889,DOC0889,Patrick,Grant,Dr. Patrick Grant,Male,Pulmonology,DM,8,10,9,399,True
890,DOC0890,James,Young,Dr. James Young,Female,Orthopedics,MD,6,15,6,181,False
891,DOC0891,Scott,King,Dr. Scott King,Female,Pediatrics,MS,1,16,1,444,True
892,DOC0892,Amanda,Johnson,Dr. Amanda Johnson,Female,Radiology,FACC,19,11,9,749,True
893,DOC0893,Tracey,Lozano,Dr. Tracey Lozano,Male,Urology,DO,25,1,10,668,False
894,DOC0894,Franklin,West,Dr. Franklin West,Female,Obstetrics,MD,29,18,14,713,True
895,DOC0895,Michael,Allen,Dr. Michael Allen,Male,ENT,MCh,36,10,4,354,True
896,DOC0896,Jennifer,Fernandez,Dr. Jennifer Fernandez,Male,Emergency,MD,26,14,3,320,True
897,DOC0897,Brittany,Singleton,Dr. Brittany Singleton,Male,Urology,MCh,30,19,15,287,True
898,DOC0898,Steven,Hill,Dr. Steven Hill,Male,Psychiatry,MD,9,8,9,278,True
899,DOC0899,Elizabeth,Hall,Dr. Elizabeth Hall,Female,ICU,DO,14,13,1,739,True
900,DOC0900,Christopher,Peterson,Dr. Christopher Peterson,Male,Pediatrics,PhD,12,1,2,153,True
901,DOC0901,Jill,Miller,Dr. Jill Miller,Male,Endocrinology,DO,3,18,8,688,True
902,DOC0902,Barbara,Lara,Dr. Barbara Lara,Female,Neurology,MCh,38,2,10,737,True
903,DOC0903,David,George,Dr. David George,Male,Gastroenterology,MS,10,11,4,683,True
904,DOC0904,Beth,Chase,Dr. Beth Chase,Female,Obstetrics,MS,18,8,6,520,True
905,DOC0905,Donna,Garcia,Dr. Donna Garcia,Male,ICU,MS,14,1,12,691,True
906,DOC0906,Michael,Gilbert,Dr. Michael Gilbert,Female,Psychiatry,MCh,2,10,15,73,True
907,DOC0907,Nicole,Pham,Dr. Nicole Pham,Female,Rheumatology,MCh,36,19,8,662,True
908,DOC0908,Mark,Perry,Dr. Mark Perry,Female,ENT,DO,9,4,7,433,True
909,DOC0909,Angela,Ward,Dr. Angela Ward,Female,Obstetrics,MBBS,4,6,6,768,True
910,DOC0910,Jennifer,Grimes,Dr. Jennifer Grimes,Female,Endocrinology,MS,14,4,3,114,True
911,DOC0911,Bobby,Bishop,Dr. Bobby Bishop,Female,Cardiology,MRCP,6,3,1,747,True
912,DOC0912,Michelle,Martinez,Dr. Michelle Martinez,Male,Pulmonology,FACC,39,5,13,480,True
913,DOC0913,Barry,Johnson,Dr. Barry Johnson,Male,Cardiology,FACC,8,12,1,127,True
914,DOC0914,Thomas,Thompson,Dr. Thomas Thompson,Female,Endocrinology,DM,12,16,13,431,True
915,DOC0915,Michelle,Brock,Dr. Michelle Brock,Male,ICU,MD,11,14,4,77,True
916,DOC0916,James,Greene,Dr. James Greene,Male,Nephrology,MD,2,16,11,112,True
917,DOC0917,Pamela,Singleton,Dr. Pamela Singleton,Male,Ophthalmology,MD,1,15,15,448,True
918,DOC0918,David,Tapia,Dr. David Tapia,Male,Pediatrics,FACC,21,8,12,661,False
919,DOC0919,Samuel,Morales,Dr. Samuel Morales,Male,ICU,MRCP,10,19,11,131,True
920,DOC0920,Rachel,Johnson,Dr. Rachel Johnson,Female,Pulmonology,MRCP,4,4,4,246,True
921,DOC0921,Samantha,Choi,Dr. Samantha Choi,Female,Nephrology,FRCS,12,14,9,343,True
922,DOC0922,Kevin,Larson,Dr. Kevin Larson,Female,Psychiatry,DM,11,3,10,456,True
923,DOC0923,Samantha,Jenkins,Dr. Samantha Jenkins,Male,Urology,MCh,17,16,7,50,True
924,DOC0924,Susan,Cooper,Dr. Susan Cooper,Male,Radiology,MRCP,39,2,1,529,True
925,DOC0925,Patricia,Smith,Dr. Patricia Smith,Female,Urology,MRCP,12,5,14,423,True
926,DOC0926,Elizabeth,Martinez,Dr. Elizabeth Martinez,Male,Nephrology,PhD,28,8,3,771,True
927,DOC0927,Joshua,Ruiz,Dr. Joshua Ruiz,Female,ENT,MRCP,30,14,15,276,True
928,DOC0928,Shelby,Foster,Dr. Shelby Foster,Male,Dermatology,DM,2,1,14,420,True
929,DOC0929,Tommy,Vaughn,Dr. Tommy Vaughn,Female,Gastroenterology,MCh,20,6,1,111,True
930,DOC0930,Amanda,Christensen,Dr. Amanda Christensen,Male,Gastroenterology,MRCP,18,7,12,737,True
931,DOC0931,Nicholas,Williams,Dr. Nicholas Williams,Female,Orthopedics,DM,20,15,10,675,True
932,DOC0932,Caleb,Francis,Dr. Caleb Francis,Female,Neurology,FRCS,7,20,4,316,True
933,DOC0933,Nicole,Chapman,Dr. Nicole Chapman,Male,Cardiology,MCh,19,13,13,395,True
934,DOC0934,Michael,Phillips,Dr. Michael Phillips,Female,Nephrology,MS,5,11,2,693,False
935,DOC0935,John,Sanders,Dr. John Sanders,Male,Obstetrics,MS,37,7,4,271,True
936,DOC0936,Ashley,Williams,Dr. Ashley Williams,Female,ENT,DO,23,17,15,226,True
937,DOC0937,Justin,Joseph,Dr. Justin Joseph,Female,Endocrinology,MCh,2,3,12,231,True
938,DOC0938,Christian,Richardson,Dr. Christian Richardson,Male,Orthopedics,DM,20,3,2,580,True
939,DOC0939,Michael,Jones,Dr. Michael Jones,Male,Orthopedics,FRCS,37,5,3,208,True
940,DOC0940,Robert,Walker,Dr. Robert Walker,Female,Pathology,MBBS,29,6,4,116,True
941,DOC0941,Matthew,Lloyd,Dr. Matthew Lloyd,Male,Rheumatology,MBBS,11,10,2,174,True
942,DOC0942,Rebecca,James,Dr. Rebecca James,Female,Cardiology,FACC,35,19,3,789,True
943,DOC0943,Thomas,Campbell,Dr. Thomas Campbell,Female,Oncology,DO,8,14,9,704,True
944,DOC0944,Elizabeth,Chapman,Dr. Elizabeth Chapman,Female,Cardiology,PhD,10,8,1,765,True
945,DOC0945,Nathaniel,Perez,Dr. Nathaniel Perez,Male,Obstetrics,MBBS,7,5,5,257,False
946,DOC0946,Mark,Ramos,Dr. Mark Ramos,Female,ICU,PhD,36,13,5,381,True
947,DOC0947,Michelle,Carter,Dr. Michelle Carter,Female,Nephrology,MCh,28,6,15,418,True
948,DOC0948,Nicholas,Williams,Dr. Nicholas Williams,Male,Dermatology,PhD,21,20,15,442,True
949,DOC0949,Samantha,Montgomery,Dr. Samantha Montgomery,Male,Orthopedics,MBBS,27,10,13,70,True
950,DOC0950,Stephanie,Perry,Dr. Stephanie Perry,Male,Pathology,PhD,11,12,6,498,True
951,DOC0951,Mike,Valencia,Dr. Mike Valencia,Male,Gastroenterology,PhD,3,19,8,79,True
952,DOC0952,Pamela,Johnson,Dr. Pamela Johnson,Female,Emergency,MS,33,7,8,256,True
953,DOC0953,Bryan,Wall,Dr. Bryan Wall,Male,Endocrinology,MBBS,38,10,13,269,False
954,DOC0954,David,Chapman,Dr. David Chapman,Female,ICU,FACC,2,11,12,555,True
955,DOC0955,Krista,Hill,Dr. Krista Hill,Male,Pediatrics,FRCS,3,6,14,722,True
956,DOC0956,Ernest,Johnson,Dr. Ernest Johnson,Male,Emergency,DO,22,2,9,573,True
957,DOC0957,Jason,Martinez,Dr. Jason Martinez,Male,Orthopedics,FRCS,2,6,14,376,True
958,DOC0958,Michelle,Morse,Dr. Michelle Morse,Female,Endocrinology,DO,29,3,12,443,True
959,DOC0959,Ashley,Raymond,Dr. Ashley Raymond,Female,Dermatology,MD,37,14,12,434,True
960,DOC0960,Lindsay,Johnson,Dr. Lindsay Johnson,Male,Emergency,MCh,11,1,10,160,True
961,DOC0961,Matthew,Shea,Dr. Matthew Shea,Female,Pediatrics,MRCP,12,7,6,767,True
962,DOC0962,Rebekah,Pierce,Dr. Rebekah Pierce,Male,Neurology,MS,34,18,10,739,True
963,DOC0963,Shawn,Williams,Dr. Shawn Williams,Male,Dermatology,FACC,14,12,6,230,False
964,DOC0964,Daniel,Lloyd,Dr. Daniel Lloyd,Male,Nephrology,MBBS,10,14,10,136,True
965,DOC0965,Timothy,Johnson,Dr. Timothy Johnson,Non-binary,Pediatrics,DM,4,14,4,173,True
966,DOC0966,Frederick,Thomas,Dr. Frederick Thomas,Female,Cardiology,DM,33,6,12,521,True
967,DOC0967,Thomas,Medina,Dr. Thomas Medina,Female,Dermatology,DO,37,13,9,72,True
968,DOC0968,Christopher,Olsen,Dr. Christopher Olsen,Male,Nephrology,MD,4,5,11,127,True
969,DOC0969,Jeffrey,Richardson,Dr. Jeffrey Richardson,Male,Radiology,MS,32,13,4,536,True
970,DOC0970,Jason,James,Dr. Jason James,Female,Emergency,DO,7,14,12,159,True
971,DOC0971,Ryan,James,Dr. Ryan James,Male,Oncology,MS,6,18,13,101,False
972,DOC0972,Todd,Gonzalez,Dr. Todd Gonzalez,Female,Endocrinology,MRCP,15,19,3,65,True
973,DOC0973,Hannah,Morris,Dr. Hannah Morris,Female,ENT,MRCP,18,1,6,579,True
974,DOC0974,Denise,Buchanan,Dr. Denise Buchanan,Male,Psychiatry,DM,34,6,11,322,True
975,DOC0975,Jennifer,Shea,Dr. Jennifer Shea,Female,Gastroenterology,PhD,28,11,14,263,True
976,DOC0976,Ann,Smith,Dr. Ann Smith,Female,Endocrinology,DM,6,7,12,529,True
977,DOC0977,James,Brown,Dr. James Brown,Male,Pathology,DM,23,13,8,177,True
978,DOC0978,Joshua,Thompson,Dr. Joshua Thompson,Female,Cardiology,DO,35,18,5,441,True
979,DOC0979,Lance,Holland,Dr. Lance Holland,Female,Pathology,MS,26,6,14,412,True
980,DOC0980,Daniel,Avery,Dr. Daniel Avery,Male,Endocrinology,MD,9,18,14,555,True
981,DOC0981,John,Evans,Dr. John Evans,Female,Urology,MS,6,18,14,517,True
982,DOC0982,Candace,Kerr,Dr. Candace Kerr,Male,ICU,FACC,18,19,5,556,True
983,DOC0983,Lauren,Kennedy,Dr. Lauren Kennedy,Female,ICU,MS,19,2,7,209,True
984,DOC0984,John,Good,Dr. John Good,Female,Pediatrics,DM,14,6,4,155,True
985,DOC0985,Steven,Mckinney,Dr. Steven Mckinney,Female,Cardiology,DO,5,3,15,450,True
986,DOC0986,Bryan,Vaughn,Dr. Bryan Vaughn,Male,Emergency,MD,5,3,14,93,True
987,DOC0987,Nicole,Hahn,Dr. Nicole Hahn,Female,ENT,MS,21,2,3,390,True
988,DOC0988,Lindsay,Hill,Dr. Lindsay Hill,Male,Ophthalmology,MD,37,9,4,519,True
989,DOC0989,Jill,Keller,Dr. Jill Keller,Male,Neurology,FACC,24,2,9,665,True
990,DOC0990,Stacy,Jones,Dr. Stacy Jones,Male,Oncology,FACC,18,6,7,539,True
991,DOC0991,Anna,Stone,Dr. Anna Stone,Female,Pulmonology,FRCS,37,20,7,796,True
992,DOC0992,James,Cantu,Dr. James Cantu,Male,Nephrology,MS,27,18,6,467,True
993,DOC0993,Rebecca,Perry,Dr. Rebecca Perry,Male,ICU,DO,28,19,11,384,True
994,DOC0994,Linda,Freeman,Dr. Linda Freeman,Female,Psychiatry,DO,23,1,14,234,True
995,DOC0995,Benjamin,Osborne,Dr. Benjamin Osborne,Male,Pediatrics,MRCP,30,14,14,554,True
996,DOC0996,Amber,Williams,Dr. Amber Williams,Male,Cardiology,MD,20,13,7,658,True
997,DOC0997,Lindsay,Sanders,Dr. Lindsay Sanders,Male,Urology,FRCS,25,3,13,290,True
998,DOC0998,Richard,Lee,Dr. Richard Lee,Male,Pulmonology,MD,25,19,11,106,True
999,DOC0999,Jennifer,Olson,Dr. Jennifer Olson,Female,Rheumatology,PhD,30,9,3,57,True
1000,DOC1000,Francisco,Adams,Dr. Francisco Adams,Male,Pulmonology,MRCP,36,20,12,524,True
1001,DOC1001,Joshua,Morgan,Dr. Joshua Morgan,Male,Gastroenterology,MBBS,12,3,6,547,False
1002,DOC1002,Brian,Smith,Dr. Brian Smith,Female,Radiology,MD,28,14,10,140,True
1003,DOC1003,Mary,Skinner,Dr. Mary Skinner,Female,Neurology,MRCP,2,3,11,66,True
1004,DOC1004,Marissa,Pitts,Dr. Marissa Pitts,Female,ENT,MBBS,21,19,15,540,True
1005,DOC1005,Dorothy,Gonzalez,Dr. Dorothy Gonzalez,Female,Ophthalmology,DO,36,13,15,348,False
1006,DOC1006,Tina,Sanford,Dr. Tina Sanford,Female,Oncology,PhD,26,2,13,363,True
1007,DOC1007,Terri,Thompson,Dr. Terri Thompson,Male,Endocrinology,DM,11,5,8,246,True
1008,DOC1008,Angela,Bishop,Dr. Angela Bishop,Female,Pathology,MRCP,24,8,7,588,True
1009,DOC1009,Jason,Wheeler,Dr. Jason Wheeler,Female,Obstetrics,MRCP,14,1,7,608,True
1010,DOC1010,Andrew,Joseph,Dr. Andrew Joseph,Male,Ophthalmology,DM,17,1,15,89,True
1011,DOC1011,Shelly,Beltran,Dr. Shelly Beltran,Male,Ophthalmology,MBBS,9,19,4,116,True
1012,DOC1012,Angela,Grant,Dr. Angela Grant,Male,Oncology,MD,25,20,8,466,True
1013,DOC1013,Tonya,Peterson,Dr. Tonya Peterson,Female,Radiology,MD,8,11,11,502,True
1014,DOC1014,Roy,Webster,Dr. Roy Webster,Female,Ophthalmology,FACC,18,19,1,158,True
1015,DOC1015,Richard,Christensen,Dr. Richard Christensen,Female,Rheumatology,PhD,37,14,10,168,True
1016,DOC1016,Joshua,Banks,Dr. Joshua Banks,Male,Neurology,DO,30,1,4,561,False
1017,DOC1017,Teresa,Shaw,Dr. Teresa Shaw,Male,Ophthalmology,MS,17,15,5,391,True
1018,DOC1018,Sophia,Gilbert,Dr. Sophia Gilbert,Male,Dermatology,MRCP,38,1,10,139,True
1019,DOC1019,Jose,Roberts,Dr. Jose Roberts,Male,Pulmonology,FRCS,1,17,1,507,True
1020,DOC1020,Jill,Matthews,Dr. Jill Matthews,Female,Neurology,FRCS,38,8,3,105,True
1021,DOC1021,Donna,Sanchez,Dr. Donna Sanchez,Female,Nephrology,MCh,14,3,7,222,True
1022,DOC1022,Edward,Vaughn,Dr. Edward Vaughn,Female,Nephrology,DO,33,6,9,584,True
1023,DOC1023,Perry,Carlson,Dr. Perry Carlson,Female,Nephrology,PhD,37,14,2,216,True
1024,DOC1024,Terri,Gonzales,Dr. Terri Gonzales,Female,Psychiatry,DM,24,17,6,97,True
1025,DOC1025,Bill,Barajas,Dr. Bill Barajas,Male,Rheumatology,PhD,24,12,5,769,True
1026,DOC1026,Karen,Barton,Dr. Karen Barton,Male,Ophthalmology,DM,30,4,9,218,True
1027,DOC1027,Hailey,Kramer,Dr. Hailey Kramer,Male,Endocrinology,FACC,10,19,5,436,True
1028,DOC1028,Sarah,Norris,Dr. Sarah Norris,Male,ICU,FRCS,7,16,1,668,True
1029,DOC1029,Maria,Little,Dr. Maria Little,Male,Nephrology,FRCS,14,9,8,792,True
1030,DOC1030,Mark,Mitchell,Dr. Mark Mitchell,Male,Nephrology,FRCS,19,12,13,657,True
1031,DOC1031,James,Brown,Dr. James Brown,Female,Gastroenterology,MCh,29,20,9,304,True
1032,DOC1032,Bradley,Willis,Dr. Bradley Willis,Male,Psychiatry,FACC,11,8,6,690,True
1033,DOC1033,Joseph,Gilmore,Dr. Joseph Gilmore,Female,Neurology,MS,23,1,8,59,True
1034,DOC1034,Donna,Matthews,Dr. Donna Matthews,Female,Gastroenterology,PhD,1,3,3,294,True
1035,DOC1035,Cynthia,Gilbert,Dr. Cynthia Gilbert,Female,Obstetrics,MBBS,2,13,4,199,True
1036,DOC1036,Brian,Garcia,Dr. Brian Garcia,Female,Rheumatology,MS,38,20,7,446,True
1037,DOC1037,Peter,Hodges,Dr. Peter Hodges,Male,Neurology,PhD,34,15,9,718,True
1038,DOC1038,Karina,Walker,Dr. Karina Walker,Female,Urology,MCh,34,13,8,630,True
1039,DOC1039,Brian,Hernandez,Dr. Brian Hernandez,Male,Oncology,FACC,13,7,15,798,True
1040,DOC1040,Mark,Ward,Dr. Mark Ward,Female,ENT,DO,21,9,10,152,True
1041,DOC1041,Jose,Wright,Dr. Jose Wright,Male,ENT,MCh,27,1,1,614,True
1042,DOC1042,Stephanie,Mendoza,Dr. Stephanie Mendoza,Male,Pediatrics,MCh,10,8,8,593,True
1043,DOC1043,Kristi,Williams,Dr. Kristi Williams,Female,ENT,DO,30,13,9,392,True
1044,DOC1044,Pamela,Vargas,Dr. Pamela Vargas,Female,Dermatology,FRCS,28,19,1,123,True
1045,DOC1045,John,Brown,Dr. John Brown,Male,ICU,MS,16,19,6,128,True
1046,DOC1046,Timothy,Carlson,Dr. Timothy Carlson,Female,Endocrinology,PhD,17,17,14,734,True
1047,DOC1047,Sandra,Buchanan,Dr. Sandra Buchanan,Male,Cardiology,PhD,12,1,6,271,True
1048,DOC1048,Megan,Hancock,Dr. Megan Hancock,Female,Pediatrics,MBBS,32,17,7,527,True
1049,DOC1049,Benjamin,Morris,Dr. Benjamin Morris,Male,Obstetrics,FACC,39,5,4,759,True
1050,DOC1050,Charles,Murphy,Dr. Charles Murphy,Male,Pediatrics,PhD,39,13,2,419,True
1051,DOC1051,David,Terry,Dr. David Terry,Male,Orthopedics,MS,31,19,5,207,True
1052,DOC1052,Isaiah,Vaughn,Dr. Isaiah Vaughn,Male,ICU,DO,14,18,12,413,True
1053,DOC1053,Tiffany,Jones,Dr. Tiffany Jones,Male,ENT,DO,31,14,15,222,True
1054,DOC1054,Laura,Smith,Dr. Laura Smith,Male,Obstetrics,FACC,10,6,10,186,True
